ID_1,NAME_1,AVGPOPULATION
17079.0,"Jasper, Illinois, US",9610
17081.0,"Jefferson, Illinois, US",37684
17083.0,"Jersey, Illinois, US",21773
17085.0,"Jo Daviess, Illinois, US",21235
17087.0,"Johnson, Illinois, US",12417
17089.0,"Kane, Illinois, US",532403
17091.0,"Kankakee, Illinois, US",109862
17093.0,"Kendall, Illinois, US",128990
17095.0,"Knox, Illinois, US",49699
17099.0,"LaSalle,Illinois,US",108669
17097.0,"Lake, Illinois, US",696535
17101.0,"Lawrence, Illinois, US",15678
17103.0,"Lee, Illinois, US",34096
17105.0,"Livingston, Illinois, US",35648
17107.0,"Logan, Illinois, US",28618
17115.0,"Macon, Illinois, US",104009
17117.0,"Macoupin, Illinois, US",44926
17119.0,"Madison, Illinois, US",262966
17121.0,"Marion, Illinois, US",37205
17123.0,"Marshall, Illinois, US",11438
17125.0,"Mason, Illinois, US",13359
17127.0,"Massac, Illinois, US",13772
17109.0,"McDonough, Illinois, US",29682
17111.0,"McHenry, Illinois, US",307774
17113.0,"McLean, Illinois, US",171517
17129.0,"Menard, Illinois, US",12196
17131.0,"Mercer, Illinois, US",15437
17133.0,"Monroe, Illinois, US",34637
17135.0,"Montgomery, Illinois, US",28414
17137.0,"Morgan, Illinois, US",33658
17139.0,"Moultrie, Illinois, US",14501
17141.0,"Ogle, Illinois, US",50643
80017.0,"Out of IL, Illinois, US",0
17143.0,"Peoria, Illinois, US",179179
17145.0,"Perry, Illinois, US",20916
17147.0,"Piatt, Illinois, US",16344
17149.0,"Pike, Illinois, US",15561
17151.0,"Pope, Illinois, US",4177
17153.0,"Pulaski, Illinois, US",5335
17155.0,"Putnam, Illinois, US",5739
17157.0,"Randolph, Illinois, US",31782
17159.0,"Richland, Illinois, US",15513
17161.0,"Rock Island, Illinois, US",141879
17165.0,"Saline, Illinois, US",23491
17167.0,"Sangamon, Illinois, US",194672
17169.0,"Schuyler, Illinois, US",6768
17171.0,"Scott, Illinois, US",4951
17173.0,"Shelby, Illinois, US",21634
17163.0,"St. Clair, Illinois, US",259686
17175.0,"Stark, Illinois, US",5342
17177.0,"Stephenson, Illinois, US",44498
17179.0,"Tazewell, Illinois, US",131803
90017.0,"Unassigned, Illinois, US",0
17181.0,"Union, Illinois, US",16653
17183.0,"Vermilion, Illinois, US",75758
17185.0,"Wabash, Illinois, US",11520
17187.0,"Warren, Illinois, US",16844
17189.0,"Washington, Illinois, US",13887
17191.0,"Wayne, Illinois, US",16215
17193.0,"White, Illinois, US",13537
17195.0,"Whiteside, Illinois, US",55175
17197.0,"Will, Illinois, US",690743
17199.0,"Williamson, Illinois, US",66597
17201.0,"Winnebago, Illinois, US",282572
17203.0,"Woodford, Illinois, US",38459
18001.0,"Adams, Indiana, US",35777
18003.0,"Allen, Indiana, US",379299
18005.0,"Bartholomew, Indiana, US",83779
18007.0,"Benton, Indiana, US",8748
18009.0,"Blackford, Indiana, US",11758
18011.0,"Boone, Indiana, US",67843
18013.0,"Brown, Indiana, US",15092
18015.0,"Carroll,Indiana,US",20257
18017.0,"Cass, Indiana, US",37689
18019.0,"Clark, Indiana, US",118302
18021.0,"Clay, Indiana, US",26225
18023.0,"Clinton, Indiana, US",32399
18025.0,"Crawford, Indiana, US",10577
18027.0,"Daviess, Indiana, US",33351
18033.0,"DeKalb, Indiana, US",43475
18029.0,"Dearborn, Indiana, US",49458
18031.0,"Decatur, Indiana, US",26559
18035.0,"Delaware, Indiana, US",114135
18037.0,"Dubois, Indiana, US",42736
18039.0,"Elkhart, Indiana, US",206341
18041.0,"Fayette, Indiana, US",23102
18043.0,"Floyd, Indiana, US",78522
18045.0,"Fountain, Indiana, US",16346
18047.0,"Franklin, Indiana, US",22758
18049.0,"Fulton, Indiana, US",19974
18051.0,"Gibson, Indiana, US",33659
18053.0,"Grant, Indiana, US",65769
18055.0,"Greene, Indiana, US",31922
18057.0,"Hamilton, Indiana, US",338011
18059.0,"Hancock, Indiana, US",78168
18061.0,"Harrison, Indiana, US",40515
18063.0,"Hendricks, Indiana, US",170311
18065.0,"Henry, Indiana, US",47972
18067.0,"Howard, Indiana, US",82544
18069.0,"Huntington, Indiana, US",36520
18071.0,"Jackson, Indiana, US",44231
18073.0,"Jasper, Indiana, US",33562
18075.0,"Jay, Indiana, US",20436
18077.0,"Jefferson, Indiana, US",32308
18079.0,"Jennings, Indiana, US",27735
18081.0,"Johnson, Indiana, US",158167
18083.0,"Knox, Indiana, US",36594
18085.0,"Kosciusko, Indiana, US",79456
18087.0,"LaGrange, Indiana, US",39614
18091.0,"LaPorte, Indiana, US",109888
18089.0,"Lake, Indiana, US",485493
18093.0,"Lawrence, Indiana, US",45370
18095.0,"Madison, Indiana, US",129569
18097.0,"Marion, Indiana, US",964582
18099.0,"Marshall, Indiana, US",46258
18101.0,"Martin, Indiana, US",10255
18103.0,"Miami, Indiana, US",35516
18105.0,"Monroe, Indiana, US",148431
18107.0,"Montgomery, Indiana, US",38338
18109.0,"Morgan, Indiana, US",70489
18111.0,"Newton, Indiana, US",13984
18113.0,"Noble, Indiana, US",47744
18115.0,"Ohio, Indiana, US",5875
18117.0,"Orange, Indiana, US",19646
80018.0,"Out of IN, Indiana, US",0
18119.0,"Owen, Indiana, US",20799
18121.0,"Parke, Indiana, US",16937
18123.0,"Perry, Indiana, US",19169
18125.0,"Pike, Indiana, US",12389
18127.0,"Porter, Indiana, US",170389
18129.0,"Posey, Indiana, US",25427
18131.0,"Pulaski, Indiana, US",12353
18133.0,"Putnam, Indiana, US",37576
18135.0,"Randolph, Indiana, US",24665
18137.0,"Ripley, Indiana, US",28324
18139.0,"Rush, Indiana, US",16581
18143.0,"Scott, Indiana, US",23873
18145.0,"Shelby, Indiana, US",44729
18147.0,"Spencer, Indiana, US",20277
18141.0,"St. Joseph, Indiana, US",271826
18149.0,"Starke, Indiana, US",22995
18151.0,"Steuben, Indiana, US",34594
18153.0,"Sullivan, Indiana, US",20669
18155.0,"Switzerland, Indiana, US",10751
18157.0,"Tippecanoe, Indiana, US",195732
18159.0,"Tipton, Indiana, US",15148
90018.0,"Unassigned, Indiana, US",0
18161.0,"Union, Indiana, US",7054
18163.0,"Vanderburgh, Indiana, US",181451
18165.0,"Vermillion, Indiana, US",15498
18167.0,"Vigo, Indiana, US",107038
18169.0,"Wabash, Indiana, US",30996
18171.0,"Warren, Indiana, US",8265
18173.0,"Warrick, Indiana, US",62998
18175.0,"Washington, Indiana, US",28036
18177.0,"Wayne, Indiana, US",65884
18179.0,"Wells, Indiana, US",28296
18181.0,"White, Indiana, US",24102
18183.0,"Whitley, Indiana, US",33964
19001.0,"Adair, Iowa, US",7152
19003.0,"Adams, Iowa, US",3602
19005.0,"Allamakee, Iowa, US",13687
19007.0,"Appanoose, Iowa, US",12426
19009.0,"Audubon, Iowa, US",5496
19011.0,"Benton, Iowa, US",25645
19013.0,"Black Hawk, Iowa, US",131228
19015.0,"Boone, Iowa, US",26234
19017.0,"Bremer, Iowa, US",25062
19019.0,"Buchanan, Iowa, US",21175
19021.0,"Buena Vista, Iowa, US",19620
19023.0,"Butler, Iowa, US",14439
19025.0,"Calhoun, Iowa, US",9668
19027.0,"Carroll, Iowa, US",20165
19029.0,"Cass, Iowa, US",12836
19031.0,"Cedar, Iowa, US",18627
19033.0,"Cerro Gordo, Iowa, US",42450
19035.0,"Cherokee, Iowa, US",11235
19037.0,"Chickasaw, Iowa, US",11933
19039.0,"Clarke, Iowa, US",9395
19041.0,"Clay, Iowa, US",16016
19043.0,"Clayton, Iowa, US",17549
19045.0,"Clinton, Iowa, US",46429
19047.0,"Crawford, Iowa, US",16820
19049.0,"Dallas, Iowa, US",93453
19051.0,"Davis, Iowa, US",9000
19053.0,"Decatur, Iowa, US",7870
19055.0,"Delaware, Iowa, US",17011
19057.0,"Des Moines, Iowa, US",38967
19059.0,"Dickinson, Iowa, US",17258
19061.0,"Dubuque, Iowa, US",97311
19063.0,"Emmet, Iowa, US",9208
19065.0,"Fayette, Iowa, US",19650
19067.0,"Floyd, Iowa, US",15642
19069.0,"Franklin, Iowa, US",10070
19071.0,"Fremont, Iowa, US",6960
19073.0,"Greene, Iowa, US",8888
19075.0,"Grundy, Iowa, US",12232
19077.0,"Guthrie, Iowa, US",10689
19079.0,"Hamilton, Iowa, US",14773
19081.0,"Hancock, Iowa, US",10630
19083.0,"Hardin, Iowa, US",16846
19085.0,"Harrison, Iowa, US",14049
19087.0,"Henry, Iowa, US",19954
19089.0,"Howard, Iowa, US",9158
19091.0,"Humboldt, Iowa, US",9558
19093.0,"Ida, Iowa, US",6860
19095.0,"Iowa, Iowa, US",16184
19097.0,"Jackson, Iowa, US",19439
19099.0,"Jasper, Iowa, US",37185
19101.0,"Jefferson, Iowa, US",18295
19103.0,"Johnson, Iowa, US",151140
19105.0,"Jones, Iowa, US",20681
19107.0,"Keokuk, Iowa, US",10246
19109.0,"Kossuth, Iowa, US",14813
19111.0,"Lee, Iowa, US",33657
19113.0,"Linn, Iowa, US",226706
19115.0,"Louisa, Iowa, US",11035
19117.0,"Lucas, Iowa, US",8600
19119.0,"Lyon, Iowa, US",11755
19121.0,"Madison, Iowa, US",16338
19123.0,"Mahaska, Iowa, US",22095
19125.0,"Marion, Iowa, US",33253
19127.0,"Marshall, Iowa, US",39369
19129.0,"Mills, Iowa, US",15109
19131.0,"Mitchell, Iowa, US",10586
19133.0,"Monona, Iowa, US",8615
19135.0,"Monroe, Iowa, US",7707
19137.0,"Montgomery, Iowa, US",9917
19139.0,"Muscatine, Iowa, US",42664
19141.0,"O'Brien, Iowa, US",13753
19143.0,"Osceola, Iowa, US",5958
80019.0,"Out of IA, Iowa, US",0
19145.0,"Page, Iowa, US",15107
19147.0,"Palo Alto, Iowa, US",8886
19149.0,"Plymouth, Iowa, US",25177
19151.0,"Pocahontas, Iowa, US",6619
19153.0,"Polk, Iowa, US",490161
19155.0,"Pottawattamie, Iowa, US",93206
19157.0,"Poweshiek, Iowa, US",18504
19159.0,"Ringgold, Iowa, US",4894
19161.0,"Sac, Iowa, US",9721
19163.0,"Scott, Iowa, US",172943
19165.0,"Shelby, Iowa, US",11454
19167.0,"Sioux, Iowa, US",34855
19169.0,"Story, Iowa, US",97117
19171.0,"Tama, Iowa, US",16854
19173.0,"Taylor, Iowa, US",6121
90019.0,"Unassigned, Iowa, US",0
19175.0,"Union, Iowa, US",12241
19177.0,"Van Buren, Iowa, US",7044
19179.0,"Wapello, Iowa, US",34969
19181.0,"Warren, Iowa, US",51466
19183.0,"Washington, Iowa, US",21965
19185.0,"Wayne, Iowa, US",6441
19187.0,"Webster, Iowa, US",35904
19189.0,"Winnebago, Iowa, US",10354
19191.0,"Winneshiek, Iowa, US",19991
19193.0,"Woodbury, Iowa, US",103107
19195.0,"Worth, Iowa, US",7381
19197.0,"Wright, Iowa, US",12562
20001.0,"Allen, Kansas, US",12369
20003.0,"Anderson, Kansas, US",7858
20005.0,"Atchison, Kansas, US",16073
20007.0,"Barber, Kansas, US",4427
20009.0,"Barton, Kansas, US",25779
20011.0,"Bourbon, Kansas, US",14534
20013.0,"Brown, Kansas, US",9564
20015.0,"Butler, Kansas, US",66911
20017.0,"Chase, Kansas, US",2648
20019.0,"Chautauqua, Kansas, US",3250
20021.0,"Cherokee, Kansas, US",19939
20023.0,"Cheyenne, Kansas, US",2657
20025.0,"Clark, Kansas, US",1994
20027.0,"Clay, Kansas, US",8002
20029.0,"Cloud, Kansas, US",8786
20031.0,"Coffey, Kansas, US",8179
20033.0,"Comanche, Kansas, US",1700
20035.0,"Cowley, Kansas, US",34908
20037.0,"Crawford, Kansas, US",38818
20039.0,"Decatur, Kansas, US",2827
20041.0,"Dickinson, Kansas, US",18466
20043.0,"Doniphan, Kansas, US",7600
20045.0,"Douglas, Kansas, US",122259
20047.0,"Edwards, Kansas, US",2798
20049.0,"Elk, Kansas, US",2530
20051.0,"Ellis, Kansas, US",28553
20053.0,"Ellsworth, Kansas, US",6102
20055.0,"Finney, Kansas, US",36467
20057.0,"Ford, Kansas, US",33619
20059.0,"Franklin, Kansas, US",25544
20061.0,"Geary, Kansas, US",31670
20063.0,"Gove, Kansas, US",2636
20065.0,"Graham, Kansas, US",2482
20067.0,"Grant, Kansas, US",7150
20069.0,"Gray, Kansas, US",5988
20071.0,"Greeley, Kansas, US",1232
20073.0,"Greenwood, Kansas, US",5982
20075.0,"Hamilton, Kansas, US",2539
20077.0,"Harper, Kansas, US",5436
20079.0,"Harvey, Kansas, US",34429
20081.0,"Haskell, Kansas, US",3968
20083.0,"Hodgeman, Kansas, US",1794
20085.0,"Jackson, Kansas, US",13171
20087.0,"Jefferson, Kansas, US",19043
20089.0,"Jewell, Kansas, US",2879
20091.0,"Johnson, Kansas, US",602401
20093.0,"Kearny, Kansas, US",3838
20095.0,"Kingman, Kansas, US",7152
20097.0,"Kiowa, Kansas, US",2475
20099.0,"Labette, Kansas, US",19618
20101.0,"Lane, Kansas, US",1535
20103.0,"Leavenworth, Kansas, US",81758
20105.0,"Lincoln, Kansas, US",2962
20107.0,"Linn, Kansas, US",9703
20109.0,"Logan, Kansas, US",2794
20111.0,"Lyon, Kansas, US",33195
20115.0,"Marion, Kansas, US",11884
20117.0,"Marshall, Kansas, US",9707
20113.0,"McPherson, Kansas, US",28542
20119.0,"Meade, Kansas, US",4033
20121.0,"Miami, Kansas, US",34237
20123.0,"Mitchell, Kansas, US",5979
20125.0,"Montgomery, Kansas, US",31829
20127.0,"Morris, Kansas, US",5620
20129.0,"Morton, Kansas, US",2587
20131.0,"Nemaha, Kansas, US",10231
20133.0,"Neosho, Kansas, US",16007
20135.0,"Ness, Kansas, US",2750
20137.0,"Norton, Kansas, US",5361
20139.0,"Osage, Kansas, US",15949
20141.0,"Osborne, Kansas, US",3421
20143.0,"Ottawa, Kansas, US",5704
80020.0,"Out of KS, Kansas, US",0
20145.0,"Pawnee, Kansas, US",6414
20147.0,"Phillips, Kansas, US",5234
20149.0,"Pottawatomie, Kansas, US",24383
20151.0,"Pratt, Kansas, US",9164
20153.0,"Rawlins, Kansas, US",2530
20155.0,"Reno, Kansas, US",61998
20157.0,"Republic, Kansas, US",4636
20159.0,"Rice, Kansas, US",9537
20161.0,"Riley, Kansas, US",74232
20163.0,"Rooks, Kansas, US",4920
20165.0,"Rush, Kansas, US",3036
20167.0,"Russell, Kansas, US",6856
20169.0,"Saline, Kansas, US",54224
20171.0,"Scott, Kansas, US",4823
20173.0,"Sedgwick, Kansas, US",516042
20175.0,"Seward, Kansas, US",21428
20177.0,"Shawnee, Kansas, US",176875
20179.0,"Sheridan, Kansas, US",2521
20181.0,"Sherman, Kansas, US",5917
20183.0,"Smith, Kansas, US",3583
20185.0,"Stafford, Kansas, US",4156
20187.0,"Stanton, Kansas, US",2006
20189.0,"Stevens, Kansas, US",5485
20191.0,"Sumner, Kansas, US",22836
20193.0,"Thomas, Kansas, US",7777
20195.0,"Trego, Kansas, US",2803
90020.0,"Unassigned, Kansas, US",0
20197.0,"Wabaunsee, Kansas, US",6931
20199.0,"Wallace, Kansas, US",1518
20201.0,"Washington, Kansas, US",5406
20203.0,"Wichita, Kansas, US",2119
20205.0,"Wilson, Kansas, US",8525
20207.0,"Woodson, Kansas, US",3138
20209.0,"Wyandotte, Kansas, US",165429
21001.0,"Adair, Kentucky, US",19202
21003.0,"Allen, Kentucky, US",21315
21005.0,"Anderson, Kentucky, US",22747
21007.0,"Ballard, Kentucky, US",7888
21009.0,"Barren, Kentucky, US",44249
21011.0,"Bath, Kentucky, US",12500
21013.0,"Bell, Kentucky, US",26032
21015.0,"Boone, Kentucky, US",133581
21017.0,"Bourbon, Kentucky, US",19788
21019.0,"Boyd, Kentucky, US",46718
21021.0,"Boyle, Kentucky, US",30060
21023.0,"Bracken, Kentucky, US",8303
21025.0,"Breathitt, Kentucky, US",12630
21027.0,"Breckinridge, Kentucky, US",20477
21029.0,"Bullitt, Kentucky, US",81676
21031.0,"Butler, Kentucky, US",12879
21033.0,"Caldwell, Kentucky, US",12747
21035.0,"Calloway, Kentucky, US",39001
21037.0,"Campbell, Kentucky, US",93584
21039.0,"Carlisle, Kentucky, US",4760
21041.0,"Carroll, Kentucky, US",10631
21043.0,"Carter, Kentucky, US",26797
21045.0,"Casey, Kentucky, US",16159
21047.0,"Christian, Kentucky, US",70461
21049.0,"Clark, Kentucky, US",36263
21051.0,"Clay, Kentucky, US",19901
21053.0,"Clinton, Kentucky, US",10218
21055.0,"Crittenden, Kentucky, US",8806
21057.0,"Cumberland, Kentucky, US",6614
21059.0,"Daviess, Kentucky, US",101511
21061.0,"Edmonson, Kentucky, US",12150
21063.0,"Elliott, Kentucky, US",7517
21065.0,"Estill, Kentucky, US",14106
21067.0,"Fayette, Kentucky, US",323152
21069.0,"Fleming, Kentucky, US",14581
21071.0,"Floyd, Kentucky, US",35589
21073.0,"Franklin, Kentucky, US",50991
21075.0,"Fulton, Kentucky, US",5969
21077.0,"Gallatin, Kentucky, US",8869
21079.0,"Garrard, Kentucky, US",17666
21081.0,"Grant, Kentucky, US",25069
21083.0,"Graves, Kentucky, US",37266
21085.0,"Grayson, Kentucky, US",26427
21087.0,"Green, Kentucky, US",10941
21089.0,"Greenup, Kentucky, US",35098
21091.0,"Hancock, Kentucky, US",8722
21093.0,"Hardin, Kentucky, US",110958
21095.0,"Harlan, Kentucky, US",26010
21097.0,"Harrison, Kentucky, US",18886
21099.0,"Hart, Kentucky, US",19035
21101.0,"Henderson, Kentucky, US",45210
21103.0,"Henry, Kentucky, US",16126
21105.0,"Hickman, Kentucky, US",4380
21107.0,"Hopkins, Kentucky, US",44686
21109.0,"Jackson, Kentucky, US",13329
21111.0,"Jefferson, Kentucky, US",766757
21113.0,"Jessamine, Kentucky, US",54115
21115.0,"Johnson, Kentucky, US",22188
21117.0,"Kenton, Kentucky, US",166998
21119.0,"Knott, Kentucky, US",14806
21121.0,"Knox, Kentucky, US",31145
21123.0,"Larue, Kentucky, US",14398
21125.0,"Laurel, Kentucky, US",60813
21127.0,"Lawrence, Kentucky, US",15317
21129.0,"Lee, Kentucky, US",7403
21131.0,"Leslie, Kentucky, US",9877
21133.0,"Letcher, Kentucky, US",21553
21135.0,"Lewis, Kentucky, US",13275
21137.0,"Lincoln, Kentucky, US",24549
21139.0,"Livingston, Kentucky, US",9194
21141.0,"Logan, Kentucky, US",27102
21143.0,"Lyon, Kentucky, US",8210
21151.0,"Madison, Kentucky, US",92987
21153.0,"Magoffin, Kentucky, US",12161
21155.0,"Marion, Kentucky, US",19273
21157.0,"Marshall, Kentucky, US",31100
21159.0,"Martin, Kentucky, US",11195
21161.0,"Mason, Kentucky, US",17070
21145.0,"McCracken, Kentucky, US",65418
21147.0,"McCreary, Kentucky, US",17231
21149.0,"McLean, Kentucky, US",9207
21163.0,"Meade, Kentucky, US",28572
21165.0,"Menifee, Kentucky, US",6489
21167.0,"Mercer, Kentucky, US",21933
21169.0,"Metcalfe, Kentucky, US",10071
21171.0,"Monroe, Kentucky, US",10650
21173.0,"Montgomery, Kentucky, US",28157
21175.0,"Morgan, Kentucky, US",13309
21177.0,"Muhlenberg, Kentucky, US",30622
21179.0,"Nelson, Kentucky, US",46233
21181.0,"Nicholas, Kentucky, US",7269
21183.0,"Ohio, Kentucky, US",23994
21185.0,"Oldham, Kentucky, US",66799
80021.0,"Out of KY, Kentucky, US",0
21187.0,"Owen, Kentucky, US",10901
21189.0,"Owsley, Kentucky, US",4415
21191.0,"Pendleton, Kentucky, US",14590
21193.0,"Perry, Kentucky, US",25758
21195.0,"Pike, Kentucky, US",57876
21197.0,"Powell, Kentucky, US",12359
21199.0,"Pulaski, Kentucky, US",64979
21201.0,"Robertson, Kentucky, US",2108
21203.0,"Rockcastle, Kentucky, US",16695
21205.0,"Rowan, Kentucky, US",24460
21207.0,"Russell, Kentucky, US",17923
21209.0,"Scott, Kentucky, US",57004
21211.0,"Shelby, Kentucky, US",49024
21213.0,"Simpson, Kentucky, US",18572
21215.0,"Spencer, Kentucky, US",19351
21217.0,"Taylor, Kentucky, US",25769
21219.0,"Todd, Kentucky, US",12294
21221.0,"Trigg, Kentucky, US",14651
21223.0,"Trimble, Kentucky, US",8471
90021.0,"Unassigned, Kentucky, US",0
21225.0,"Union, Kentucky, US",14381
21227.0,"Warren, Kentucky, US",132896
21229.0,"Washington, Kentucky, US",12095
21231.0,"Wayne, Kentucky, US",20333
21233.0,"Webster, Kentucky, US",12942
21235.0,"Whitley, Kentucky, US",36264
21237.0,"Wolfe, Kentucky, US",7157
21239.0,"Woodford, Kentucky, US",26734
22001.0,"Acadia, Louisiana, US",62045
22003.0,"Allen, Louisiana, US",25627
22005.0,"Ascension, Louisiana, US",126604
22007.0,"Assumption, Louisiana, US",21891
22009.0,"Avoyelles, Louisiana, US",40144
22011.0,"Beauregard, Louisiana, US",37497
22013.0,"Bienville, Louisiana, US",13241
22015.0,"Bossier, Louisiana, US",127039
22017.0,"Caddo, Louisiana, US",240204
22019.0,"Calcasieu, Louisiana, US",203436
22021.0,"Caldwell, Louisiana, US",9918
22023.0,"Cameron, Louisiana, US",6973
22025.0,"Catahoula, Louisiana, US",9494
22027.0,"Claiborne, Louisiana, US",15670
22029.0,"Concordia, Louisiana, US",19259
22031.0,"De Soto, Louisiana, US",27463
22033.0,"East Baton Rouge, Louisiana, US",440059
22035.0,"East Carroll, Louisiana, US",6861
22037.0,"East Feliciana, Louisiana, US",19135
22039.0,"Evangeline, Louisiana, US",33395
22041.0,"Franklin, Louisiana, US",20015
22043.0,"Grant, Louisiana, US",22389
22045.0,"Iberia, Louisiana, US",69830
22047.0,"Iberville, Louisiana, US",32511
22049.0,"Jackson, Louisiana, US",15744
22051.0,"Jefferson, Louisiana, US",432493
22053.0,"Jefferson Davis, Louisiana, US",31368
22059.0,"LaSalle,Louisiana,US",14892
22055.0,"Lafayette, Louisiana, US",244390
22057.0,"Lafourche, Louisiana, US",97614
22061.0,"Lincoln, Louisiana, US",46742
22063.0,"Livingston, Louisiana, US",140789
22065.0,"Madison, Louisiana, US",10951
22067.0,"Morehouse, Louisiana, US",24874
22069.0,"Natchitoches, Louisiana, US",38158
22071.0,"Orleans, Louisiana, US",390144
22073.0,"Ouachita, Louisiana, US",153279
80022.0,"Out of LA, Louisiana, US",0
22075.0,"Plaquemines, Louisiana, US",23197
22077.0,"Pointe Coupee, Louisiana, US",21730
22079.0,"Rapides, Louisiana, US",129648
22081.0,"Red River, Louisiana, US",8442
22083.0,"Richland, Louisiana, US",20122
22085.0,"Sabine, Louisiana, US",23884
22087.0,"St. Bernard, Louisiana, US",47244
22089.0,"St. Charles, Louisiana, US",53100
22091.0,"St. Helena, Louisiana, US",10132
22093.0,"St. James, Louisiana, US",21096
22095.0,"St. John the Baptist, Louisiana, US",42837
22097.0,"St. Landry, Louisiana, US",82124
22099.0,"St. Martin, Louisiana, US",53431
22101.0,"St. Mary, Louisiana, US",49348
22103.0,"St. Tammany, Louisiana, US",260419
22105.0,"Tangipahoa, Louisiana, US",134758
22107.0,"Tensas, Louisiana, US",4334
22109.0,"Terrebonne, Louisiana, US",110461
90022.0,"Unassigned, Louisiana, US",0
22111.0,"Union, Louisiana, US",22108
22113.0,"Vermilion, Louisiana, US",59511
22115.0,"Vernon, Louisiana, US",47429
22117.0,"Washington, Louisiana, US",46194
22119.0,"Webster, Louisiana, US",38340
22121.0,"West Baton Rouge, Louisiana, US",26465
22123.0,"West Carroll, Louisiana, US",10830
22125.0,"West Feliciana, Louisiana, US",15568
22127.0,"Winn, Louisiana, US",13904
23001.0,"Androscoggin, Maine, US",108277
23003.0,"Aroostook, Maine, US",67055
23005.0,"Cumberland, Maine, US",295003
23007.0,"Franklin, Maine, US",30199
23009.0,"Hancock, Maine, US",54987
23011.0,"Kennebec, Maine, US",122302
23013.0,"Knox, Maine, US",39772
23015.0,"Lincoln, Maine, US",34634
80023.0,"Out of ME, Maine, US",0
23017.0,"Oxford, Maine, US",57975
23019.0,"Penobscot, Maine, US",152148
23021.0,"Piscataquis, Maine, US",16785
23023.0,"Sagadahoc, Maine, US",35856
23025.0,"Somerset, Maine, US",50484
90023.0,"Unassigned, Maine, US",0
23027.0,"Waldo, Maine, US",39715
23029.0,"Washington, Maine, US",31379
23031.0,"York, Maine, US",207641
24001.0,"Allegany, Maryland, US",70416
24003.0,"Anne Arundel, Maryland, US",579234
24005.0,"Baltimore, Maryland, US",827370
24510.0,"Baltimore City, Maryland, US",593490
24009.0,"Calvert, Maryland, US",92525
24011.0,"Caroline, Maryland, US",33406
24013.0,"Carroll, Maryland, US",168447
24015.0,"Cecil, Maryland, US",102855
24017.0,"Charles, Maryland, US",163257
24019.0,"Dorchester, Maryland, US",31929
24021.0,"Frederick, Maryland, US",259547
24023.0,"Garrett, Maryland, US",29014
24025.0,"Harford, Maryland, US",255441
24027.0,"Howard, Maryland, US",325690
24029.0,"Kent, Maryland, US",19422
24031.0,"Montgomery, Maryland, US",1050688
80024.0,"Out of MD, Maryland, US",0
24033.0,"Prince George's, Maryland, US",909327
24035.0,"Queen Anne's, Maryland, US",50381
24039.0,"Somerset, Maryland, US",25616
24037.0,"St. Mary's, Maryland, US",113510
24041.0,"Talbot, Maryland, US",37181
90024.0,"Unassigned, Maryland, US",0
24043.0,"Washington, Maryland, US",151049
24045.0,"Wicomico, Maryland, US",103609
24047.0,"Worcester, Maryland, US",52276
25001.0,"Barnstable, Massachusetts, US",212990
25003.0,"Berkshire, Massachusetts, US",124944
25005.0,"Bristol, Massachusetts, US",565217
25007.0,"Dukes, Massachusetts, US",17332
25009.0,"Essex, Massachusetts, US",789034
25011.0,"Franklin, Massachusetts, US",70180
25013.0,"Hampden, Massachusetts, US",466372
25015.0,"Hampshire, Massachusetts, US",160830
25017.0,"Middlesex, Massachusetts, US",1611699
25019.0,"Nantucket, Massachusetts, US",11399
25021.0,"Norfolk, Massachusetts, US",706775
80025.0,"Out of MA, Massachusetts, US",0
25023.0,"Plymouth, Massachusetts, US",521202
25025.0,"Suffolk, Massachusetts, US",803907
90025.0,"Unassigned, Massachusetts, US",0
25027.0,"Worcester, Massachusetts, US",830622
26001.0,"Alcona, Michigan, US",10405
26003.0,"Alger, Michigan, US",9108
26005.0,"Allegan, Michigan, US",118081
26007.0,"Alpena, Michigan, US",28405
26009.0,"Antrim, Michigan, US",23324
26011.0,"Arenac, Michigan, US",14883
26013.0,"Baraga, Michigan, US",8209
26015.0,"Barry, Michigan, US",61550
26017.0,"Bay, Michigan, US",103126
26019.0,"Benzie, Michigan, US",17766
26021.0,"Berrien, Michigan, US",153401
26023.0,"Branch, Michigan, US",43517
26025.0,"Calhoun, Michigan, US",134159
26027.0,"Cass, Michigan, US",51787
26029.0,"Charlevoix, Michigan, US",26143
26031.0,"Cheboygan, Michigan, US",25276
26033.0,"Chippewa, Michigan, US",37349
26035.0,"Clare, Michigan, US",30950
26037.0,"Clinton, Michigan, US",79595
26039.0,"Crawford, Michigan, US",14029
26041.0,"Delta, Michigan, US",35784
26043.0,"Dickinson, Michigan, US",25239
26045.0,"Eaton, Michigan, US",110268
26047.0,"Emmet, Michigan, US",33415
26049.0,"Genesee, Michigan, US",405813
26051.0,"Gladwin, Michigan, US",25449
26053.0,"Gogebic, Michigan, US",13975
26055.0,"Grand Traverse, Michigan, US",93088
26057.0,"Gratiot, Michigan, US",40711
26059.0,"Hillsdale, Michigan, US",45605
26061.0,"Houghton, Michigan, US",35684
26063.0,"Huron, Michigan, US",30981
26065.0,"Ingham, Michigan, US",292406
26067.0,"Ionia, Michigan, US",64697
26069.0,"Iosco, Michigan, US",25127
26071.0,"Iron, Michigan, US",11066
26073.0,"Isabella, Michigan, US",69872
26075.0,"Jackson, Michigan, US",158510
